,UID,payment_date,amount,YEAR,MONTH,DAY
858,3660880,2019-05-02 08:44:42,500,2018,3,2
859,3660880,2019-05-02 08:44:42,500,2018,3,2
860,3660880,2019-10-07 06:27:53,500,2018,8,7
882,3847936,2019-06-23 15:51:10,50,2018,4,23
914,3847936,2018-06-22 07:21:26,150,2017,4,22
915,3847936,2018-06-23 19:13:15,150,2017,4,23
916,3847936,2018-06-25 09:43:41,150,2017,4,25
934,3847936,2018-04-04 02:13:30,500,2017,2,2
936,3847936,2018-12-12 20:57:22,500,2017,10,12
956,15352736,2018-03-14 05:05:00,500,2017,1,12
957,15352736,2018-07-28 07:35:31,500,2017,5,28
958,15352736,2018-08-10 03:27:52,500,2017,6,10
959,15352736,2018-08-24 03:35:53,500,2017,6,24
960,15352736,2018-09-05 04:20:00,500,2017,7,6
961,15352736,2018-09-13 07:45:25,400,2017,7,14
962,15352736,2019-10-03 23:06:21,500,2018,8,3
963,15352736,2019-10-03 23:56:55,500,2018,8,3
966,15352736,2019-01-03 23:09:21,500,2017,11,3
967,15352736,2018-12-20 08:22:26,500,2017,10,20
968,15352736,2019-06-11 06:39:20,300,2018,4,11
969,15352736,2019-06-11 06:39:42,300,2018,4,11
972,15352736,2019-01-11 05:42:46,500,2017,11,11
973,15352736,2019-01-17 09:30:27,500,2017,11,17
974,15352736,2019-05-06 00:49:40,300,2018,3,6
975,15352736,2019-05-06 00:49:40,300,2018,3,6
976,15352736,2018-07-18 22:37:14,500,2017,5,18
978,15352736,2018-12-25 08:21:45,150,2017,10,25
979,15352736,2018-12-29 05:52:53,500,2017,10,29
982,15352736,2018-05-16 03:56:19,500,2017,3,16
983,15352736,2018-05-29 21:22:25,500,2017,3,29
984,15352736,2018-06-21 05:44:31,150,2017,4,21
985,15352736,2018-06-26 05:00:03,350,2017,4,26
986,15352736,2018-06-27 03:11:39,500,2017,4,27
987,15352736,2018-06-27 03:59:59,500,2017,4,27
988,15352736,2018-04-23 05:46:24,500,2017,2,21
989,15352736,2018-04-23 06:01:29,500,2017,2,21
990,15352736,2018-04-23 06:27:17,500,2017,2,21
994,15352736,2018-12-09 09:08:41,500,2017,10,9
995,15352736,2018-04-10 02:49:03,500,2017,2,8
996,15352736,2018-04-17 02:52:20,500,2017,2,15
997,15352736,2018-04-23 02:32:52,500,2017,2,21
1000,15352736,2018-11-26 08:23:56,300,2017,9,26
1001,15352736,2018-11-28 04:34:45,500,2017,9,28
1002,15352736,2018-12-01 03:35:15,300,2017,10,1
1005,15352736,2018-03-29 22:47:47,500,2017,1,27
1006,15352736,2018-09-19 03:57:41,500,2017,7,20
1007,15352736,2018-09-27 22:53:35,150,2017,7,28
1008,15352736,2018-10-08 04:12:55,500,2017,8,8
1009,15352736,2018-10-27 09:37:53,500,2017,8,27
1010,15352736,2018-10-27 10:39:12,500,2017,8,27
1011,15352736,2018-11-16 02:11:40,500,2017,9,16
1012,15650560,2018-08-15 07:08:07,300,2017,6,15
1013,15650560,2018-08-15 07:08:58,300,2017,6,15
1030,15650560,2019-03-24 07:48:06,300,2018,1,22
1031,15650560,2019-03-24 07:49:00,450,2018,1,22
1045,15650560,2019-01-13 06:39:09,500,2017,11,13
1053,15650560,2018-10-07 08:42:00,300,2017,8,7
1054,15650560,2018-10-07 08:42:44,300,2017,8,7
1058,37796176,2018-12-16 17:26:26,150,2017,10,16
1059,37796176,2019-04-26 21:19:00,300,2018,2,24
1060,37796176,2019-06-15 17:33:13,150,2018,4,15
1061,37796176,2019-10-02 16:48:01,150,2018,8,2
1065,37798304,2018-07-25 01:26:18,200,2017,5,25
1067,37798304,2018-07-31 08:01:38,600,2017,5,31
1070,37798304,2019-09-07 19:27:41,500,2018,7,8
1072,37798304,2019-08-11 22:36:43,300,2018,6,11
1073,37798304,2019-03-09 21:45:48,500,2018,1,7
1074,37798304,2019-07-13 17:16:16,300,2018,5,13
1076,37798304,2018-11-05 18:09:39,25,2017,9,5
1079,37798304,2019-04-11 03:51:38,900,2018,2,9
1090,37798304,2018-04-26 23:45:32,600,2017,2,24
1100,37798304,2018-04-25 23:41:32,200,2017,2,23
1113,37798304,2018-08-15 18:45:31,90,2017,6,15
1115,37798304,2018-09-04 23:28:02,90,2017,7,5
1120,37992848,2018-07-29 11:53:13,200,2017,5,29
1122,37992848,2018-08-28 06:25:16,60,2017,6,28
1124,37992848,2018-10-13 23:45:11,200,2017,8,13
1126,37992848,2019-10-13 10:26:55,600,2018,8,13
1128,37992848,2019-09-07 19:57:48,200,2018,7,8
1130,37992848,2019-10-04 16:43:43,90,2018,8,4
1131,37992848,2019-10-07 10:38:16,600,2018,8,7
1134,37992848,2019-04-15 00:03:21,500,2018,2,13
1136,37992848,2019-09-21 05:47:32,200,2018,7,22
1138,37992848,2019-09-07 07:31:22,200,2018,7,8
1143,37992848,2019-11-20 05:32:12,900,2018,9,20
1146,37992848,2019-10-02 23:37:33,600,2018,8,2
1151,3516336,2019-04-09 07:10:50,500,2018,2,7
1152,3516336,2019-06-11 07:33:12,150,2018,4,11
1155,3516336,2019-10-12 23:38:45,500,2018,8,12
1156,3516336,2019-10-12 23:50:20,500,2018,8,12
1160,15554288,2018-07-27 01:07:17,500,2017,5,27
1161,15554288,2018-08-08 09:10:50,400,2017,6,8
1164,15554288,2018-10-19 15:33:24,500,2017,8,19
1165,15554288,2018-10-19 16:44:53,500,2017,8,19
1166,15554288,2019-11-21 19:42:04,500,2018,9,21
1167,15554288,2019-07-21 03:07:51,300,2018,5,21
1168,15554288,2019-04-28 02:03:06,450,2018,2,26
1169,15554288,2019-10-14 04:18:07,350,2018,8,14
1170,15554288,2019-08-05 10:20:41,400,2018,6,5
1171,15554288,2018-07-16 04:11:48,500,2017,5,16
1173,15554288,2018-07-20 04:11:37,150,2017,5,20
1174,15554288,2018-07-20 04:12:07,500,2017,5,20
1175,15554288,2019-11-17 07:42:35,500,2018,9,17
1176,15554288,2019-03-10 07:56:26,350,2018,1,8
1177,15554288,2019-03-10 07:57:08,150,2018,1,8
1180,15554288,2019-06-14 08:56:08,450,2018,4,14
1183,15554288,2019-01-05 06:43:45,350,2017,11,5
1188,15554288,2018-06-30 00:35:31,300,2017,4,30
1189,15554288,2018-07-02 09:51:59,150,2017,5,2
1190,15554288,2018-07-05 00:09:16,500,2017,5,5
1191,15554288,2018-07-05 00:11:37,150,2017,5,5
1192,15554288,2019-01-02 00:29:05,500,2017,11,2
1193,15554288,2019-01-02 00:30:55,150,2017,11,2
1194,15554288,2018-05-18 01:54:16,450,2017,3,18
1195,15554288,2018-05-20 23:31:10,300,2017,3,20
1196,15554288,2018-05-23 04:04:39,350,2017,3,23
1197,15554288,2018-06-05 01:25:49,350,2017,4,5
1198,15554288,2018-06-09 10:24:35,400,2017,4,9
1199,15554288,2018-06-20 00:16:46,400,2017,4,20
1200,15554288,2018-04-25 00:12:35,450,2017,2,23
1201,15554288,2018-05-02 06:51:23,300,2017,3,2
1202,15554288,2018-05-02 06:52:14,450,2017,3,2
1203,15554288,2018-05-06 01:31:42,450,2017,3,6
1204,15554288,2018-05-10 23:46:18,400,2017,3,10
1206,15554288,2018-03-14 13:25:36,350,2017,1,12
1208,15554288,2018-04-15 00:24:03,500,2017,2,13
1209,15554288,2018-04-20 00:54:16,300,2017,2,18
1210,15554288,2018-04-20 00:55:46,450,2017,2,18
1211,15554288,2018-04-22 01:29:38,350,2017,2,20
1212,15638880,2018-12-08 05:45:00,450,2017,10,8
1213,15638880,2018-07-10 08:00:08,350,2017,5,10
1214,15638880,2018-07-10 08:32:59,350,2017,5,10
1215,15638880,2019-08-13 08:50:53,150,2018,6,13
1216,15638880,2019-11-14 01:24:33,350,2018,9,14
1217,15638880,2019-11-14 02:22:52,350,2018,9,14
1218,15638880,2019-11-20 05:17:51,350,2018,9,20
1219,15638880,2019-11-20 05:52:12,350,2018,9,20
1220,3717280,2018-12-04 04:53:31,500,2017,10,4
1223,3717280,2018-03-16 20:32:35,350,2017,1,14
1226,3717280,2018-10-30 07:57:48,50,2017,8,30
1230,3717280,2019-09-13 23:24:42,350,2018,7,14
1231,3717280,2019-05-12 03:50:56,500,2018,3,12
1233,3717280,2019-01-26 23:09:35,500,2017,11,26
1234,3717280,2019-01-05 02:37:11,350,2017,11,5
1235,3717280,2019-01-05 02:38:36,350,2017,11,5
1237,3352896,2019-05-19 04:22:12,500,2018,3,19
1238,3352896,2019-10-14 04:18:43,350,2018,8,14
1239,3866192,2019-11-16 03:20:40,150,2018,9,16
1241,3873392,2019-09-30 22:59:24,900,2018,7,31
1243,3873392,2019-09-30 23:04:22,60,2018,7,31
1245,3873392,2019-09-30 23:15:07,50,2018,7,31
1248,21132784,2018-07-25 02:05:28,50,2017,5,25
1249,21132784,2018-07-27 02:30:33,150,2017,5,27
1250,21132784,2018-08-06 00:17:20,150,2017,6,6
1251,21132784,2018-08-26 00:11:03,150,2017,6,26
1252,21132784,2018-10-09 20:23:20,50,2017,8,9
1253,21132784,2018-10-21 17:44:32,300,2017,8,21
1254,21132784,2019-08-24 20:10:49,150,2018,6,24
1255,21132784,2019-08-25 01:22:22,150,2018,6,25
1256,21132784,2019-09-13 22:14:18,300,2018,7,14
1257,21132784,2019-09-21 04:35:20,150,2018,7,22
1258,21132784,2019-09-21 22:28:14,450,2018,7,22
1259,21132784,2019-09-04 03:47:07,500,2018,7,5
1260,21132784,2018-07-20 00:54:57,150,2017,5,20
1261,21132784,2019-08-02 16:51:44,150,2018,6,2
1262,21132784,2019-11-26 03:46:42,150,2018,9,26
1264,21132784,2019-07-18 05:36:04,300,2018,5,18
1265,21132784,2019-07-21 17:17:35,450,2018,5,21
1266,21132784,2018-12-28 00:42:25,150,2017,10,28
1270,21132784,2019-07-09 06:44:26,300,2018,5,9
1272,21132784,2018-05-24 17:27:47,450,2017,3,24
1273,21132784,2018-05-24 17:29:08,350,2017,3,24
1274,21132784,2018-06-08 05:46:26,300,2017,4,8
1275,21132784,2018-06-21 17:00:57,50,2017,4,21
1276,21132784,2018-06-28 20:15:35,50,2017,4,28
1277,21132784,2018-06-28 20:17:17,150,2017,4,28
1278,21132784,2018-11-26 03:05:05,150,2017,9,26
1280,21132784,2018-12-14 02:15:41,500,2017,10,14
1281,21132784,2018-05-22 03:01:54,150,2017,3,22
1282,21132784,2018-05-22 03:03:35,150,2017,3,22
1283,21132784,2018-05-23 21:41:29,150,2017,3,23
1285,15765776,2018-08-11 03:46:36,500,2017,6,11
1286,15765776,2018-03-03 22:29:17,500,2017,1,1
1288,15765776,2018-03-23 20:57:07,500,2017,1,21
1289,15765776,2018-03-23 21:09:51,150,2017,1,21
1290,15765776,2018-07-22 06:12:52,50,2017,5,22
1296,15765776,2019-06-07 18:04:14,150,2018,4,7
1298,15765776,2019-06-28 22:03:34,50,2018,4,28
1300,15765776,2019-05-19 23:16:26,400,2018,3,19
1306,15765776,2019-02-17 04:33:34,150,2017,12,18
1308,15765776,2018-05-27 00:47:50,150,2017,3,27
1309,15765776,2018-05-27 01:02:45,500,2017,3,27
1310,15765776,2018-06-02 05:56:20,150,2017,4,2
1311,15765776,2018-07-04 03:08:29,50,2017,5,4
1316,15765776,2018-05-04 04:11:28,50,2017,3,4
1317,15765776,2018-05-08 20:07:10,300,2017,3,8
1323,15765776,2018-04-09 01:53:51,150,2017,2,7
1327,20637920,2018-08-17 00:32:00,450,2017,6,17
1334,20637920,2019-10-02 17:43:48,500,2018,8,2
1335,20637920,2019-07-12 07:56:39,500,2018,5,12
1345,20637920,2019-10-02 17:24:01,500,2018,8,2
1347,3839888,2018-07-27 18:21:05,200,2017,5,27
1349,3839888,2018-08-08 00:45:11,600,2017,6,8
1351,3839888,2018-08-16 16:27:03,60,2017,6,16
1352,3839888,2018-07-24 00:30:09,200,2017,5,24
1354,3839888,2019-06-10 18:30:55,300,2018,4,10
1357,3839888,2018-07-20 18:42:38,200,2017,5,20
1361,3839888,2019-07-06 20:07:00,200,2018,5,6
1369,3839888,2019-03-10 03:49:13,200,2018,1,8
1375,3839888,2019-08-22 00:33:55,600,2018,6,22
1402,3839888,2018-07-08 19:13:12,90,2017,5,8
1407,3839888,2018-07-04 00:29:26,200,2017,5,4
1409,3839888,2018-07-04 00:46:55,200,2017,5,4
1411,3839888,2018-07-05 21:33:13,90,2017,5,5
1432,3839888,2018-11-12 21:46:23,200,2017,9,12
1446,3839888,2018-10-03 01:02:37,300,2017,8,3
1450,3839888,2018-08-22 17:26:54,200,2017,6,22
1452,3839888,2018-09-05 21:48:46,90,2017,7,6
1479,26498208,2018-07-31 02:17:48,150,2017,5,31
1480,26498208,2018-08-06 18:35:40,150,2017,6,6
1481,26498208,2018-06-09 20:15:49,150,2017,4,9
1482,26498208,2018-06-16 10:44:05,150,2017,4,16
1483,26498208,2018-06-19 23:38:11,150,2017,4,19
1484,26498208,2018-07-11 04:21:54,150,2017,5,11
1485,26498208,2019-01-11 22:51:18,150,2017,11,11
1486,26498208,2019-04-08 01:31:17,150,2018,2,6
1487,26498208,2019-03-10 23:07:38,150,2018,1,8
1488,26498208,2019-06-20 07:04:36,150,2018,4,20
1489,26498208,2019-11-06 04:37:25,150,2018,9,6
1490,26498208,2019-10-06 07:03:14,150,2018,8,6
1491,3599568,2018-08-16 03:37:49,500,2017,6,16
1492,3599568,2018-08-17 05:48:55,450,2017,6,17
1493,3599568,2018-08-24 05:33:25,500,2017,6,24
1494,3599568,2018-08-26 00:37:05,500,2017,6,26
1495,3599568,2018-09-09 03:30:43,500,2017,7,10
1498,3599568,2019-10-13 04:23:13,500,2018,8,13
1499,3599568,2019-10-28 08:42:48,300,2018,8,28
1500,3599568,2019-10-08 03:07:56,500,2018,8,8
1501,3599568,2019-07-19 05:28:04,450,2018,5,19
1502,3599568,2019-07-22 17:57:57,500,2018,5,22
1503,3599568,2019-07-24 17:47:27,350,2018,5,24
1504,3599568,2019-07-26 16:58:06,300,2018,5,26
1505,3599568,2019-10-17 06:47:41,300,2018,8,17
1506,3599568,2019-11-01 00:58:02,300,2018,9,1
1508,3599568,2018-07-21 04:36:59,500,2017,5,21
1510,3599568,2019-11-30 04:59:27,500,2018,9,30
1512,3599568,2019-07-08 23:33:42,450,2018,5,8
1514,3599568,2019-07-11 10:34:54,500,2018,5,11
1515,3599568,2018-11-02 05:19:48,500,2017,9,2
1517,3599568,2019-05-20 10:00:25,500,2018,3,20
1518,3599568,2019-07-14 07:33:31,300,2018,5,14
1519,3599568,2019-02-16 02:24:58,500,2017,12,17
1520,3599568,2019-07-31 02:35:29,300,2018,5,31
1521,3599568,2019-01-09 02:40:45,500,2017,11,9
1522,3599568,2019-06-14 00:40:15,300,2018,4,14
1523,3599568,2019-07-05 00:11:18,450,2018,5,5
1524,3599568,2019-06-01 07:16:25,500,2018,4,1
1525,3599568,2019-03-23 07:14:09,500,2018,1,21
1528,3599568,2019-03-06 04:15:31,500,2018,1,4
1529,3599568,2019-03-10 03:11:41,500,2018,1,8
1532,3599568,2019-04-05 01:46:15,300,2018,2,3
1534,3599568,2019-04-18 09:53:43,500,2018,2,16
1535,3599568,2019-05-17 06:42:57,500,2018,3,17
1537,3599568,2018-03-17 17:01:53,500,2017,1,15
1538,3599568,2019-01-15 03:24:25,400,2017,11,15
1539,3599568,2019-01-15 03:24:57,400,2017,11,15
1540,3599568,2019-04-29 20:15:55,750,2018,2,27
1542,3599568,2018-04-22 04:09:38,500,2017,2,20
1543,3599568,2018-06-29 04:32:31,500,2017,4,29
1544,3599568,2018-07-04 03:03:33,500,2017,5,4
1546,3599568,2019-02-08 05:49:16,500,2017,12,9
1547,3599568,2019-02-12 03:58:24,300,2017,12,13
1548,3599568,2018-03-07 00:05:07,150,2017,1,5
1549,3599568,2018-03-21 18:02:56,500,2017,1,19
1550,3599568,2018-03-22 04:26:17,500,2017,1,20
1551,3599568,2018-04-01 22:14:39,300,2017,1,30
1553,3599568,2018-04-19 22:50:25,500,2017,2,17
1554,3599568,2018-09-18 05:07:56,450,2017,7,19
1555,3599568,2018-09-24 08:36:37,300,2017,7,25
1556,3599568,2018-09-26 07:32:00,350,2017,7,27
1557,3599568,2018-09-27 07:09:45,450,2017,7,28
1558,3599568,2018-10-17 06:58:42,300,2017,8,17
1559,3599568,2018-03-03 18:23:55,500,2017,1,1
1582,15455360,2019-03-15 04:27:16,500,2018,1,13
1584,15455360,2018-11-05 02:37:02,500,2017,9,5
1603,15642912,2019-10-13 03:36:44,400,2018,8,13
1604,15642912,2019-10-13 03:38:39,400,2018,8,13
1605,15776032,2018-04-30 04:31:08,150,2017,2,28
1606,15776032,2019-06-12 00:49:04,450,2018,4,12
1607,15776032,2019-06-12 07:18:30,150,2018,4,12
1608,15776032,2019-11-12 02:54:17,150,2018,9,12
1610,15921760,2019-05-25 20:08:08,500,2018,3,25
1614,3330448,2018-03-27 02:51:51,500,2017,1,25
1627,3330448,2019-09-07 03:09:01,500,2018,7,8
1629,3330448,2019-09-12 04:36:28,500,2018,7,13
1642,15456320,2019-06-05 08:17:07,300,2018,4,5
1643,15456320,2019-06-26 20:36:56,150,2018,4,26
1644,15456320,2019-08-10 21:01:15,50,2018,6,10
1645,15456320,2019-11-27 04:04:05,150,2018,9,27
1646,15456320,2019-11-28 05:39:27,150,2018,9,28
1647,15456320,2019-08-20 08:59:45,50,2018,6,20
1648,15456320,2019-10-22 06:35:43,350,2018,8,22
1650,37833792,2019-06-21 17:28:37,600,2018,4,21
1651,37833792,2019-06-21 17:32:18,300,2018,4,21
1655,6210640,2019-05-06 06:21:55,300,2018,3,6
1656,6210640,2019-05-06 06:21:55,300,2018,3,6
1657,6210640,2019-04-04 04:50:28,500,2018,2,2
1670,6371248,2019-04-17 13:47:10,300,2018,2,15
1680,6371248,2019-04-20 23:59:21,50,2018,2,18
1684,6371248,2019-04-04 19:21:28,450,2018,2,2
1685,6371248,2019-04-04 19:43:01,150,2018,2,2
1686,6371248,2019-03-21 17:58:37,50,2018,1,19
1688,32763712,2018-09-27 17:20:42,400,2017,7,28
1699,32763712,2019-03-04 18:30:40,500,2018,1,2
1703,32763712,2019-06-13 17:48:50,500,2018,4,13
1706,37790448,2019-03-02 19:33:56,500,2017,12,31
1708,37790448,2018-07-01 15:46:36,500,2017,5,1
1712,37790448,2019-03-02 00:55:27,500,2017,12,31
1715,37790448,2018-06-04 03:09:30,500,2017,4,4
1721,37790448,2018-10-11 21:04:34,500,2017,8,11
1722,37790448,2018-04-09 04:25:41,500,2017,2,7
1726,37990080,2019-11-30 02:29:53,150,2018,9,30
1727,38004144,2019-10-23 08:57:08,150,2018,8,23
1774,6647184,2018-08-18 03:19:42,350,2017,6,18
1775,6647184,2018-08-20 15:48:59,500,2017,6,20
1776,6647184,2018-11-21 01:10:06,500,2017,9,21
1778,6647184,2018-03-18 18:41:20,500,2017,1,16
1780,6647184,2018-06-25 15:46:42,300,2017,4,25
1781,6647184,2018-07-07 17:48:47,500,2017,5,7
1784,6647184,2018-07-18 20:32:21,500,2017,5,18
1788,6647184,2018-05-12 20:17:43,500,2017,3,12
1792,7048944,2018-08-09 18:20:51,150,2017,6,9
1793,7048944,2018-09-17 21:09:27,500,2017,7,18
1794,7048944,2018-09-24 06:15:31,500,2017,7,25
1795,7048944,2018-03-06 12:45:25,500,2017,1,4
1796,7048944,2018-03-09 12:47:40,500,2017,1,7
1798,7048944,2019-11-07 23:52:47,350,2018,9,7
1802,7048944,2019-10-08 03:18:47,60,2018,8,8
1804,7048944,2019-01-04 09:20:03,25,2017,11,4
1806,37969776,2019-07-02 22:02:01,500,2018,5,2
1808,37969776,2019-11-02 21:54:14,500,2018,9,2
1809,33063776,2019-10-29 05:06:39,450,2018,8,29
1810,7145536,2018-07-28 18:12:01,450,2017,5,28
1811,7145536,2018-08-06 04:43:19,500,2017,6,6
1812,7145536,2018-08-08 05:47:19,500,2017,6,8
1813,7145536,2018-08-09 06:20:10,300,2017,6,9
1814,7145536,2018-08-12 03:51:11,300,2017,6,12
1815,7145536,2018-08-17 03:42:00,300,2017,6,17
1816,7145536,2019-09-05 07:01:43,500,2018,7,6
1817,7145536,2019-09-08 03:29:40,300,2018,7,9
1818,7145536,2019-09-09 04:09:28,300,2018,7,10
1819,7145536,2019-10-23 04:39:17,500,2018,8,23
1820,7145536,2019-04-19 21:04:19,500,2018,2,17
1822,7145536,2019-04-24 03:41:00,500,2018,2,22
1823,7145536,2019-04-28 06:19:27,500,2018,2,26
1824,7145536,2019-09-14 06:21:58,350,2018,7,15
1825,7145536,2019-09-17 04:01:26,300,2018,7,18
1827,7145536,2019-08-11 06:01:33,500,2018,6,11
1828,7145536,2019-08-11 06:09:37,500,2018,6,11
1829,7145536,2019-03-15 19:08:04,500,2018,1,13
1830,7145536,2019-10-19 03:48:12,500,2018,8,19
1831,7145536,2019-10-05 04:58:30,500,2018,8,5
1835,7145536,2019-11-06 04:18:29,300,2018,9,6
1836,7145536,2019-11-08 06:32:56,500,2018,9,8
1837,7145536,2019-11-09 04:12:34,500,2018,9,9
1838,7145536,2019-06-23 03:14:03,500,2018,4,23
1840,7145536,2019-07-06 20:54:18,500,2018,5,6
1841,7145536,2018-07-08 02:20:07,350,2017,5,8
1842,7145536,2018-07-08 05:18:00,350,2017,5,8
1845,7145536,2019-08-21 07:52:11,300,2018,6,21
1846,7145536,2019-02-16 20:58:06,150,2017,12,17
1847,7145536,2019-08-03 04:08:23,300,2018,6,3
1848,7145536,2019-03-31 03:54:20,300,2018,1,29
1849,7145536,2019-10-03 06:29:00,500,2018,8,3
1851,7145536,2019-05-05 06:54:32,500,2018,3,5
1853,7145536,2019-04-06 22:18:44,300,2018,2,4
1854,7145536,2019-05-25 06:07:01,300,2018,3,25
1855,7145536,2019-06-02 06:56:00,300,2018,4,2
1856,7145536,2019-03-09 04:07:12,300,2018,1,7
1857,7145536,2019-01-11 02:38:28,450,2017,11,11
1858,7145536,2019-01-13 00:34:42,300,2017,11,13
1860,7145536,2019-05-05 06:54:32,500,2018,3,5
1862,7145536,2018-06-02 07:07:42,450,2017,4,2
1863,7145536,2018-06-03 00:09:08,400,2017,4,3
1864,7145536,2018-06-20 04:04:25,450,2017,4,20
1865,7145536,2018-06-22 19:22:18,450,2017,4,22
1866,7145536,2018-07-03 06:13:28,450,2017,5,3
1867,7145536,2018-07-03 06:29:50,400,2017,5,3
1870,7145536,2018-05-09 05:10:20,300,2017,3,9
1871,7145536,2018-05-13 00:13:21,450,2017,3,13
1872,7145536,2018-05-17 05:23:16,450,2017,3,17
1874,7145536,2018-09-24 07:02:03,150,2017,7,25
1877,7145536,2018-10-02 07:01:19,300,2017,8,2
1879,7145536,2018-10-20 03:44:55,300,2017,8,20
1880,7145536,2018-08-19 03:58:16,300,2017,6,19
1881,7145536,2018-09-01 03:51:23,500,2017,7,2
1883,7145536,2018-09-05 04:18:49,500,2017,7,6
1884,7145536,2018-09-14 04:10:25,300,2017,7,15
1885,7145536,2018-09-23 03:39:25,150,2017,7,24
1888,37967872,2018-12-03 08:09:01,500,2017,10,3
1889,37967872,2019-08-12 05:56:07,500,2018,6,12
1890,37967872,2019-08-12 19:28:26,500,2018,6,12
1895,37967872,2019-10-16 02:30:55,500,2018,8,16
1896,37967872,2019-10-16 19:27:45,500,2018,8,16
1897,37967872,2019-07-02 22:18:23,500,2018,5,2
1899,37967872,2019-08-05 16:43:37,500,2018,6,5
1900,37967872,2019-11-01 03:46:12,500,2018,9,1
1902,37967872,2019-08-19 17:25:42,500,2018,6,19
1903,37972960,2018-11-17 13:27:05,150,2017,9,17
1904,37972960,2018-11-18 04:25:11,350,2017,9,18
1905,37972960,2018-11-19 23:29:36,300,2017,9,19
1909,37972960,2019-02-14 21:24:32,500,2017,12,15
1910,37972960,2019-01-14 20:59:39,350,2017,11,14
1911,37972960,2019-04-14 10:44:40,500,2018,2,12
1912,37972960,2019-06-06 06:29:04,300,2018,4,6
1917,37972960,2018-12-01 06:35:48,300,2017,10,1
1922,37999792,2018-10-18 07:37:50,500,2017,8,18
1923,37999792,2018-03-14 08:45:19,500,2017,1,12
1927,37999792,2019-01-30 08:00:09,500,2017,11,30
1928,37999792,2019-10-09 02:10:21,500,2018,8,9
1930,37999792,2019-03-22 13:56:51,500,2018,1,20
1931,37999792,2019-08-14 07:12:58,500,2018,6,14
1932,37999792,2019-01-07 07:49:10,300,2017,11,7
1933,37999792,2019-06-20 03:43:31,500,2018,4,20
1934,37999792,2019-07-07 03:48:34,500,2018,5,7
1935,37999792,2019-02-17 11:27:58,500,2017,12,18
1938,37999792,2019-04-22 09:50:00,50,2018,2,20
1939,37999792,2019-04-22 09:51:26,25,2018,2,20
1940,37999792,2019-05-16 10:20:01,500,2018,3,16
1941,37999792,2018-11-29 13:37:31,150,2017,9,29
1943,37999792,2018-05-26 12:15:56,500,2017,3,26
1950,33184944,2019-10-08 11:38:39,400,2018,8,8
1977,7194848,2018-12-22 02:26:00,500,2017,10,22
1978,7194848,2018-12-22 02:27:28,500,2017,10,22
2008,37410112,2019-10-22 05:36:13,150,2018,8,22
2010,37491344,2018-08-25 01:02:38,500,2017,6,25
2011,37491344,2019-11-03 04:24:59,500,2018,9,3
2012,37491344,2019-11-08 14:25:18,300,2018,9,8
2014,37491344,2019-10-04 08:35:07,500,2018,8,4
2017,37811232,2018-03-30 06:34:43,25,2017,1,28
2020,37811232,2018-03-30 06:46:54,500,2017,1,28
2022,37811232,2018-12-15 04:48:46,25,2017,10,15
2023,37811232,2019-10-14 05:23:05,50,2018,8,14
2028,37992848,2018-11-07 23:35:10,200,2017,9,7
2029,37992848,2019-11-04 06:45:03,600,2018,9,4
2031,37992848,2019-02-20 06:55:41,200,2017,12,21
2035,37992848,2019-10-02 01:57:40,600,2018,8,2
2037,37992848,2019-03-13 01:25:48,200,2018,1,11
2039,37992848,2019-03-14 10:02:25,600,2018,1,12
2042,37992848,2019-03-15 04:17:22,600,2018,1,13
2044,37992848,2019-08-22 03:57:36,200,2018,6,22
2045,37992848,2019-03-07 10:22:23,600,2018,1,5
2048,37992848,2019-03-08 11:19:30,600,2018,1,6
2049,37992848,2019-08-13 21:34:07,200,2018,6,13
2054,37992848,2019-01-28 23:06:24,200,2017,11,28
2058,37992848,2019-04-04 10:44:13,25,2018,2,2
2068,37992848,2019-03-01 10:46:07,90,2017,12,30
2071,37992848,2019-02-10 01:27:28,600,2017,12,11
2073,37992848,2019-01-02 05:10:40,600,2017,11,2
2079,37992848,2018-07-06 22:21:54,600,2017,5,6
2080,37992848,2018-12-03 03:23:33,25,2017,10,3
2083,37992848,2018-12-04 02:48:43,500,2017,10,4
2089,37992848,2018-05-30 04:17:37,500,2017,3,30
2095,37992848,2018-12-08 05:48:40,600,2017,10,8
2098,37992848,2018-10-18 01:51:33,600,2017,8,18
2100,37992848,2018-10-26 02:26:11,600,2017,8,26
