,UID,payment_date,amount,YEAR,MONTH,DAY,item,num
752,3344848,2019-09-10 05:18:14,300,2018,7,11,2,12.0
753,3344848,2019-10-07 04:42:13,750,2018,8,7,4,30.0
754,3344848,2019-10-07 23:58:07,750,2018,8,7,5,30.0
755,3344848,2019-05-18 04:48:47,750,2018,3,18,3,30.0
756,3344848,2018-11-04 04:34:45,150,2017,9,4,6,6.0
757,3344848,2018-07-17 05:29:22,400,2017,5,17,5,16.0
758,3344848,2019-11-24 18:46:17,150,2018,9,24,3,6.0
759,3344848,2019-10-03 23:56:03,750,2018,8,3,1,30.0
760,3344848,2019-10-04 04:56:23,750,2018,8,4,1,30.0
761,3344848,2018-06-14 04:00:25,150,2017,4,14,1,6.0
762,3344848,2019-02-28 22:02:40,350,2017,12,29,3,14.0
763,3344848,2019-01-12 05:04:55,150,2017,11,12,4,6.0
764,3344848,2019-04-30 05:37:20,750,2018,2,28,5,30.0
765,3344848,2019-03-10 03:25:42,350,2018,1,8,3,14.0
766,3344848,2019-02-17 02:30:09,150,2017,12,18,1,6.0
767,3344848,2018-05-06 02:03:33,150,2017,3,6,6,6.0
768,3344848,2018-05-07 22:02:27,150,2017,3,7,2,6.0
769,3344848,2018-05-11 03:48:40,150,2017,3,11,5,6.0
770,3344848,2018-05-12 02:52:18,150,2017,3,12,5,6.0
772,3344848,2018-06-12 04:58:54,350,2017,4,12,6,14.0
777,3502128,2019-02-13 00:33:39,500,2017,12,14,4,20.0
778,3502128,2019-03-27 00:38:42,500,2018,1,25,2,20.0
779,3502128,2019-11-05 00:24:48,300,2018,9,5,2,12.0
780,3502128,2019-08-07 16:54:38,300,2018,6,7,3,12.0
781,15840320,2018-04-30 04:37:11,150,2017,2,28,4,6.0
782,15840320,2019-06-12 07:16:16,150,2018,4,12,1,6.0
783,15840320,2019-11-12 02:58:28,150,2018,9,12,4,6.0
792,37378768,2018-09-08 05:25:18,150,2017,7,9,4,6.0
793,37378768,2018-09-21 07:40:26,300,2017,7,22,3,12.0
794,37378768,2018-04-19 22:39:52,150,2017,2,17,5,6.0
795,37378768,2019-11-02 11:10:19,400,2018,9,2,3,16.0
796,37378768,2019-10-08 10:38:07,300,2018,8,8,1,12.0
797,37749952,2019-07-11 22:52:07,50,2018,5,11,5,2.0
798,37749952,2019-11-06 02:05:29,50,2018,9,6,6,2.0
799,37749952,2019-11-07 06:30:31,50,2018,9,7,6,2.0
800,37749952,2019-11-23 02:25:30,50,2018,9,23,5,2.0
803,3528624,2019-11-23 04:01:39,500,2018,9,23,3,20.0
804,20724448,2019-03-24 02:48:31,750,2018,1,22,6,30.0
805,20724448,2019-10-13 05:21:11,50,2018,8,13,5,2.0
806,20724448,2019-10-13 05:22:00,50,2018,8,13,3,2.0
807,20724448,2019-10-13 05:22:56,50,2018,8,13,4,2.0
808,20724448,2019-10-13 05:23:51,50,2018,8,13,1,2.0
809,20724448,2019-10-13 05:25:00,50,2018,8,13,4,2.0
810,20724448,2019-10-13 05:38:09,50,2018,8,13,4,2.0
811,20724448,2019-10-13 05:39:03,50,2018,8,13,6,2.0
812,20724448,2019-10-13 05:39:39,50,2018,8,13,4,2.0
813,20724448,2019-10-13 05:40:24,50,2018,8,13,3,2.0
814,20724448,2019-10-13 05:41:17,50,2018,8,13,5,2.0
815,20724448,2019-10-13 05:41:54,50,2018,8,13,4,2.0
816,20724448,2019-10-13 05:33:39,50,2018,8,13,3,2.0
817,20724448,2019-10-13 05:34:28,50,2018,8,13,2,2.0
818,20724448,2019-10-13 05:35:31,50,2018,8,13,3,2.0
819,20724448,2019-10-13 05:36:11,50,2018,8,13,2,2.0
820,20724448,2019-10-13 05:36:47,50,2018,8,13,2,2.0
821,20724448,2019-10-13 05:37:30,50,2018,8,13,5,2.0
822,20724448,2019-10-13 05:27:10,50,2018,8,13,4,2.0
823,20724448,2019-10-13 05:28:24,50,2018,8,13,3,2.0
824,20724448,2019-10-13 05:29:45,50,2018,8,13,3,2.0
825,20724448,2019-10-13 05:31:27,50,2018,8,13,6,2.0
826,20724448,2019-10-13 05:32:12,50,2018,8,13,4,2.0
827,20724448,2019-10-13 05:33:01,50,2018,8,13,5,2.0
828,26387792,2018-03-17 18:53:49,300,2017,1,15,1,12.0
830,3295120,2018-07-27 23:21:28,500,2017,5,27,5,20.0
831,3295120,2018-07-27 23:24:52,300,2017,5,27,6,12.0
832,3295120,2018-09-06 04:13:25,150,2017,7,7,4,6.0
833,3295120,2018-09-14 22:33:51,450,2017,7,15,6,18.0
834,3295120,2018-09-15 15:16:33,350,2017,7,16,4,14.0
835,3295120,2018-03-22 22:51:57,400,2017,1,20,6,16.0
836,3295120,2019-08-09 03:59:54,300,2018,6,9,3,12.0
837,3295120,2019-09-14 23:24:14,300,2018,7,15,6,12.0
838,3295120,2019-09-07 04:40:32,400,2018,7,8,2,16.0
839,3295120,2019-10-24 23:08:31,300,2018,8,24,5,12.0
840,3295120,2019-04-12 00:27:57,500,2018,2,10,5,20.0
841,3295120,2019-03-28 02:04:38,350,2018,1,26,4,14.0
842,3295120,2019-03-13 02:28:36,400,2018,1,11,2,16.0
843,3295120,2019-06-13 22:02:33,350,2018,4,13,1,14.0
844,3295120,2018-10-30 21:09:31,350,2017,8,30,5,14.0
845,3295120,2019-08-09 03:56:24,400,2018,6,9,3,16.0
846,3295120,2018-04-20 23:54:30,400,2017,2,18,6,16.0
847,3295120,2018-04-20 23:58:11,300,2017,2,18,2,12.0
849,3295120,2018-07-14 02:38:14,350,2017,5,14,3,14.0
850,3295120,2018-12-31 15:51:46,300,2017,10,31,2,12.0
851,3295120,2019-02-03 21:28:51,300,2017,12,4,6,12.0
852,3660880,2018-03-29 19:41:49,300,2017,1,27,6,12.0
853,3660880,2018-12-09 03:57:10,500,2017,10,9,6,20.0
855,3660880,2018-06-22 08:15:54,150,2017,4,22,6,6.0
856,3660880,2019-02-25 06:39:02,500,2017,12,26,6,20.0
857,3660880,2019-01-21 06:16:58,500,2017,11,21,3,20.0
858,3660880,2019-05-02 08:44:42,500,2018,3,2,6,20.0
859,3660880,2019-05-02 08:44:42,500,2018,3,2,1,20.0
860,3660880,2019-10-07 06:27:53,500,2018,8,7,4,20.0
882,3847936,2019-06-23 15:51:10,50,2018,4,23,2,2.0
914,3847936,2018-06-22 07:21:26,150,2017,4,22,5,6.0
915,3847936,2018-06-23 19:13:15,150,2017,4,23,4,6.0
916,3847936,2018-06-25 09:43:41,150,2017,4,25,3,6.0
934,3847936,2018-04-04 02:13:30,500,2017,2,2,2,20.0
936,3847936,2018-12-12 20:57:22,500,2017,10,12,4,20.0
956,15352736,2018-03-14 05:05:00,500,2017,1,12,3,20.0
957,15352736,2018-07-28 07:35:31,500,2017,5,28,2,20.0
958,15352736,2018-08-10 03:27:52,500,2017,6,10,1,20.0
959,15352736,2018-08-24 03:35:53,500,2017,6,24,5,20.0
960,15352736,2018-09-05 04:20:00,500,2017,7,6,2,20.0
961,15352736,2018-09-13 07:45:25,400,2017,7,14,5,16.0
962,15352736,2019-10-03 23:06:21,500,2018,8,3,6,20.0
963,15352736,2019-10-03 23:56:55,500,2018,8,3,2,20.0
966,15352736,2019-01-03 23:09:21,500,2017,11,3,2,20.0
967,15352736,2018-12-20 08:22:26,500,2017,10,20,6,20.0
968,15352736,2019-06-11 06:39:20,300,2018,4,11,3,12.0
969,15352736,2019-06-11 06:39:42,300,2018,4,11,4,12.0
972,15352736,2019-01-11 05:42:46,500,2017,11,11,4,20.0
973,15352736,2019-01-17 09:30:27,500,2017,11,17,3,20.0
974,15352736,2019-05-06 00:49:40,300,2018,3,6,6,12.0
975,15352736,2019-05-06 00:49:40,300,2018,3,6,2,12.0
976,15352736,2018-07-18 22:37:14,500,2017,5,18,1,20.0
978,15352736,2018-12-25 08:21:45,150,2017,10,25,5,6.0
979,15352736,2018-12-29 05:52:53,500,2017,10,29,6,20.0
982,15352736,2018-05-16 03:56:19,500,2017,3,16,3,20.0
983,15352736,2018-05-29 21:22:25,500,2017,3,29,6,20.0
984,15352736,2018-06-21 05:44:31,150,2017,4,21,6,6.0
985,15352736,2018-06-26 05:00:03,350,2017,4,26,6,14.0
986,15352736,2018-06-27 03:11:39,500,2017,4,27,1,20.0
987,15352736,2018-06-27 03:59:59,500,2017,4,27,5,20.0
988,15352736,2018-04-23 05:46:24,500,2017,2,21,1,20.0
989,15352736,2018-04-23 06:01:29,500,2017,2,21,3,20.0
990,15352736,2018-04-23 06:27:17,500,2017,2,21,4,20.0
994,15352736,2018-12-09 09:08:41,500,2017,10,9,1,20.0
995,15352736,2018-04-10 02:49:03,500,2017,2,8,2,20.0
996,15352736,2018-04-17 02:52:20,500,2017,2,15,1,20.0
997,15352736,2018-04-23 02:32:52,500,2017,2,21,4,20.0
1000,15352736,2018-11-26 08:23:56,300,2017,9,26,6,12.0
1001,15352736,2018-11-28 04:34:45,500,2017,9,28,4,20.0
1002,15352736,2018-12-01 03:35:15,300,2017,10,1,3,12.0
1005,15352736,2018-03-29 22:47:47,500,2017,1,27,5,20.0
1006,15352736,2018-09-19 03:57:41,500,2017,7,20,1,20.0
1007,15352736,2018-09-27 22:53:35,150,2017,7,28,4,6.0
1008,15352736,2018-10-08 04:12:55,500,2017,8,8,1,20.0
1009,15352736,2018-10-27 09:37:53,500,2017,8,27,2,20.0
1010,15352736,2018-10-27 10:39:12,500,2017,8,27,5,20.0
1011,15352736,2018-11-16 02:11:40,500,2017,9,16,5,20.0
1012,15650560,2018-08-15 07:08:07,300,2017,6,15,1,12.0
1013,15650560,2018-08-15 07:08:58,300,2017,6,15,6,12.0
1030,15650560,2019-03-24 07:48:06,300,2018,1,22,5,12.0
1031,15650560,2019-03-24 07:49:00,450,2018,1,22,5,18.0
1045,15650560,2019-01-13 06:39:09,500,2017,11,13,6,20.0
1053,15650560,2018-10-07 08:42:00,300,2017,8,7,5,12.0
1054,15650560,2018-10-07 08:42:44,300,2017,8,7,4,12.0
1058,37796176,2018-12-16 17:26:26,150,2017,10,16,3,6.0
1059,37796176,2019-04-26 21:19:00,300,2018,2,24,2,12.0
1060,37796176,2019-06-15 17:33:13,150,2018,4,15,6,6.0
1061,37796176,2019-10-02 16:48:01,150,2018,8,2,2,6.0
1065,37798304,2018-07-25 01:26:18,200,2017,5,25,1,8.0
1067,37798304,2018-07-31 08:01:38,600,2017,5,31,6,24.0
1070,37798304,2019-09-07 19:27:41,500,2018,7,8,2,20.0
1072,37798304,2019-08-11 22:36:43,300,2018,6,11,1,12.0
1073,37798304,2019-03-09 21:45:48,500,2018,1,7,6,20.0
1074,37798304,2019-07-13 17:16:16,300,2018,5,13,6,12.0
1076,37798304,2018-11-05 18:09:39,25,2017,9,5,5,1.0
1079,37798304,2019-04-11 03:51:38,900,2018,2,9,6,36.0
1090,37798304,2018-04-26 23:45:32,600,2017,2,24,5,24.0
1100,37798304,2018-04-25 23:41:32,200,2017,2,23,6,8.0
1113,37798304,2018-08-15 18:45:31,90,2017,6,15,2,3.6
1115,37798304,2018-09-04 23:28:02,90,2017,7,5,1,3.6
1120,37992848,2018-07-29 11:53:13,200,2017,5,29,2,8.0
1122,37992848,2018-08-28 06:25:16,60,2017,6,28,4,2.4
1124,37992848,2018-10-13 23:45:11,200,2017,8,13,1,8.0
1126,37992848,2019-10-13 10:26:55,600,2018,8,13,1,24.0
1128,37992848,2019-09-07 19:57:48,200,2018,7,8,4,8.0
1130,37992848,2019-10-04 16:43:43,90,2018,8,4,2,3.6
1131,37992848,2019-10-07 10:38:16,600,2018,8,7,5,24.0
1134,37992848,2019-04-15 00:03:21,500,2018,2,13,5,20.0
1136,37992848,2019-09-21 05:47:32,200,2018,7,22,5,8.0
1138,37992848,2019-09-07 07:31:22,200,2018,7,8,1,8.0
1143,37992848,2019-11-20 05:32:12,900,2018,9,20,5,36.0
1146,37992848,2019-10-02 23:37:33,600,2018,8,2,5,24.0
1151,3516336,2019-04-09 07:10:50,500,2018,2,7,4,20.0
1152,3516336,2019-06-11 07:33:12,150,2018,4,11,6,6.0
1155,3516336,2019-10-12 23:38:45,500,2018,8,12,2,20.0
1156,3516336,2019-10-12 23:50:20,500,2018,8,12,3,20.0
1160,15554288,2018-07-27 01:07:17,500,2017,5,27,5,20.0
1161,15554288,2018-08-08 09:10:50,400,2017,6,8,3,16.0
1164,15554288,2018-10-19 15:33:24,500,2017,8,19,4,20.0
1165,15554288,2018-10-19 16:44:53,500,2017,8,19,6,20.0
1166,15554288,2019-11-21 19:42:04,500,2018,9,21,6,20.0
1167,15554288,2019-07-21 03:07:51,300,2018,5,21,1,12.0
1168,15554288,2019-04-28 02:03:06,450,2018,2,26,3,18.0
1169,15554288,2019-10-14 04:18:07,350,2018,8,14,4,14.0
1170,15554288,2019-08-05 10:20:41,400,2018,6,5,1,16.0
1171,15554288,2018-07-16 04:11:48,500,2017,5,16,2,20.0
1173,15554288,2018-07-20 04:11:37,150,2017,5,20,6,6.0
1174,15554288,2018-07-20 04:12:07,500,2017,5,20,3,20.0
1175,15554288,2019-11-17 07:42:35,500,2018,9,17,1,20.0
1176,15554288,2019-03-10 07:56:26,350,2018,1,8,2,14.0
1177,15554288,2019-03-10 07:57:08,150,2018,1,8,1,6.0
1180,15554288,2019-06-14 08:56:08,450,2018,4,14,6,18.0
1183,15554288,2019-01-05 06:43:45,350,2017,11,5,2,14.0
1188,15554288,2018-06-30 00:35:31,300,2017,4,30,5,12.0
1189,15554288,2018-07-02 09:51:59,150,2017,5,2,3,6.0
1190,15554288,2018-07-05 00:09:16,500,2017,5,5,6,20.0
1191,15554288,2018-07-05 00:11:37,150,2017,5,5,5,6.0
1192,15554288,2019-01-02 00:29:05,500,2017,11,2,5,20.0
1193,15554288,2019-01-02 00:30:55,150,2017,11,2,5,6.0
1194,15554288,2018-05-18 01:54:16,450,2017,3,18,2,18.0
1195,15554288,2018-05-20 23:31:10,300,2017,3,20,6,12.0
1196,15554288,2018-05-23 04:04:39,350,2017,3,23,1,14.0
1197,15554288,2018-06-05 01:25:49,350,2017,4,5,5,14.0
1198,15554288,2018-06-09 10:24:35,400,2017,4,9,1,16.0
1199,15554288,2018-06-20 00:16:46,400,2017,4,20,2,16.0
1200,15554288,2018-04-25 00:12:35,450,2017,2,23,4,18.0
1201,15554288,2018-05-02 06:51:23,300,2017,3,2,4,12.0
1202,15554288,2018-05-02 06:52:14,450,2017,3,2,3,18.0
1203,15554288,2018-05-06 01:31:42,450,2017,3,6,2,18.0
1204,15554288,2018-05-10 23:46:18,400,2017,3,10,1,16.0
1206,15554288,2018-03-14 13:25:36,350,2017,1,12,3,14.0
1208,15554288,2018-04-15 00:24:03,500,2017,2,13,3,20.0
1209,15554288,2018-04-20 00:54:16,300,2017,2,18,6,12.0
1210,15554288,2018-04-20 00:55:46,450,2017,2,18,3,18.0
1211,15554288,2018-04-22 01:29:38,350,2017,2,20,1,14.0
1212,15638880,2018-12-08 05:45:00,450,2017,10,8,3,18.0
1213,15638880,2018-07-10 08:00:08,350,2017,5,10,3,14.0
1214,15638880,2018-07-10 08:32:59,350,2017,5,10,5,14.0
1215,15638880,2019-08-13 08:50:53,150,2018,6,13,4,6.0
1216,15638880,2019-11-14 01:24:33,350,2018,9,14,2,14.0
1217,15638880,2019-11-14 02:22:52,350,2018,9,14,4,14.0
1218,15638880,2019-11-20 05:17:51,350,2018,9,20,6,14.0
1219,15638880,2019-11-20 05:52:12,350,2018,9,20,1,14.0
1220,3717280,2018-12-04 04:53:31,500,2017,10,4,5,20.0
1223,3717280,2018-03-16 20:32:35,350,2017,1,14,4,14.0
1226,3717280,2018-10-30 07:57:48,50,2017,8,30,2,2.0
1230,3717280,2019-09-13 23:24:42,350,2018,7,14,6,14.0
1231,3717280,2019-05-12 03:50:56,500,2018,3,12,6,20.0
1233,3717280,2019-01-26 23:09:35,500,2017,11,26,3,20.0
1234,3717280,2019-01-05 02:37:11,350,2017,11,5,1,14.0
1235,3717280,2019-01-05 02:38:36,350,2017,11,5,1,14.0
1237,3352896,2019-05-19 04:22:12,500,2018,3,19,4,20.0
1238,3352896,2019-10-14 04:18:43,350,2018,8,14,3,14.0
1239,3866192,2019-11-16 03:20:40,150,2018,9,16,6,6.0
1241,3873392,2019-09-30 22:59:24,900,2018,7,31,6,36.0
1243,3873392,2019-09-30 23:04:22,60,2018,7,31,1,2.4
1245,3873392,2019-09-30 23:15:07,50,2018,7,31,4,2.0
1248,21132784,2018-07-25 02:05:28,50,2017,5,25,1,2.0
1249,21132784,2018-07-27 02:30:33,150,2017,5,27,4,6.0
1250,21132784,2018-08-06 00:17:20,150,2017,6,6,1,6.0
1251,21132784,2018-08-26 00:11:03,150,2017,6,26,1,6.0
1252,21132784,2018-10-09 20:23:20,50,2017,8,9,1,2.0
1253,21132784,2018-10-21 17:44:32,300,2017,8,21,1,12.0
1254,21132784,2019-08-24 20:10:49,150,2018,6,24,4,6.0
1255,21132784,2019-08-25 01:22:22,150,2018,6,25,4,6.0
1256,21132784,2019-09-13 22:14:18,300,2018,7,14,3,12.0
1257,21132784,2019-09-21 04:35:20,150,2018,7,22,1,6.0
1258,21132784,2019-09-21 22:28:14,450,2018,7,22,1,18.0
1259,21132784,2019-09-04 03:47:07,500,2018,7,5,1,20.0
1260,21132784,2018-07-20 00:54:57,150,2017,5,20,2,6.0
1261,21132784,2019-08-02 16:51:44,150,2018,6,2,4,6.0
1262,21132784,2019-11-26 03:46:42,150,2018,9,26,5,6.0
1264,21132784,2019-07-18 05:36:04,300,2018,5,18,2,12.0
1265,21132784,2019-07-21 17:17:35,450,2018,5,21,6,18.0
1266,21132784,2018-12-28 00:42:25,150,2017,10,28,2,6.0
1270,21132784,2019-07-09 06:44:26,300,2018,5,9,1,12.0
1272,21132784,2018-05-24 17:27:47,450,2017,3,24,2,18.0
1273,21132784,2018-05-24 17:29:08,350,2017,3,24,1,14.0
1274,21132784,2018-06-08 05:46:26,300,2017,4,8,6,12.0
1275,21132784,2018-06-21 17:00:57,50,2017,4,21,4,2.0
1276,21132784,2018-06-28 20:15:35,50,2017,4,28,3,2.0
1277,21132784,2018-06-28 20:17:17,150,2017,4,28,3,6.0
1278,21132784,2018-11-26 03:05:05,150,2017,9,26,3,6.0
1280,21132784,2018-12-14 02:15:41,500,2017,10,14,2,20.0
1281,21132784,2018-05-22 03:01:54,150,2017,3,22,6,6.0
1282,21132784,2018-05-22 03:03:35,150,2017,3,22,3,6.0
1283,21132784,2018-05-23 21:41:29,150,2017,3,23,3,6.0
1285,15765776,2018-08-11 03:46:36,500,2017,6,11,1,20.0
1286,15765776,2018-03-03 22:29:17,500,2017,1,1,6,20.0
1288,15765776,2018-03-23 20:57:07,500,2017,1,21,3,20.0
1289,15765776,2018-03-23 21:09:51,150,2017,1,21,5,6.0
1290,15765776,2018-07-22 06:12:52,50,2017,5,22,6,2.0
1296,15765776,2019-06-07 18:04:14,150,2018,4,7,3,6.0
1298,15765776,2019-06-28 22:03:34,50,2018,4,28,4,2.0
1300,15765776,2019-05-19 23:16:26,400,2018,3,19,2,16.0
1306,15765776,2019-02-17 04:33:34,150,2017,12,18,2,6.0
1308,15765776,2018-05-27 00:47:50,150,2017,3,27,5,6.0
1309,15765776,2018-05-27 01:02:45,500,2017,3,27,2,20.0
1310,15765776,2018-06-02 05:56:20,150,2017,4,2,2,6.0
1311,15765776,2018-07-04 03:08:29,50,2017,5,4,3,2.0
1316,15765776,2018-05-04 04:11:28,50,2017,3,4,2,2.0
1317,15765776,2018-05-08 20:07:10,300,2017,3,8,4,12.0
1323,15765776,2018-04-09 01:53:51,150,2017,2,7,3,6.0
1327,20637920,2018-08-17 00:32:00,450,2017,6,17,3,18.0
1334,20637920,2019-10-02 17:43:48,500,2018,8,2,4,20.0
1335,20637920,2019-07-12 07:56:39,500,2018,5,12,5,20.0
1345,20637920,2019-10-02 17:24:01,500,2018,8,2,3,20.0
1347,3839888,2018-07-27 18:21:05,200,2017,5,27,4,8.0
1349,3839888,2018-08-08 00:45:11,600,2017,6,8,4,24.0
1351,3839888,2018-08-16 16:27:03,60,2017,6,16,3,2.4
1352,3839888,2018-07-24 00:30:09,200,2017,5,24,4,8.0
1354,3839888,2019-06-10 18:30:55,300,2018,4,10,3,12.0
1357,3839888,2018-07-20 18:42:38,200,2017,5,20,2,8.0
1361,3839888,2019-07-06 20:07:00,200,2018,5,6,4,8.0
1369,3839888,2019-03-10 03:49:13,200,2018,1,8,2,8.0
1375,3839888,2019-08-22 00:33:55,600,2018,6,22,3,24.0
1402,3839888,2018-07-08 19:13:12,90,2017,5,8,5,3.6
1407,3839888,2018-07-04 00:29:26,200,2017,5,4,1,8.0
1409,3839888,2018-07-04 00:46:55,200,2017,5,4,4,8.0
1411,3839888,2018-07-05 21:33:13,90,2017,5,5,2,3.6
1432,3839888,2018-11-12 21:46:23,200,2017,9,12,2,8.0
1446,3839888,2018-10-03 01:02:37,300,2017,8,3,4,12.0
1450,3839888,2018-08-22 17:26:54,200,2017,6,22,3,8.0
1452,3839888,2018-09-05 21:48:46,90,2017,7,6,5,3.6
1479,26498208,2018-07-31 02:17:48,150,2017,5,31,5,6.0
1480,26498208,2018-08-06 18:35:40,150,2017,6,6,2,6.0
1481,26498208,2018-06-09 20:15:49,150,2017,4,9,4,6.0
1482,26498208,2018-06-16 10:44:05,150,2017,4,16,3,6.0
1483,26498208,2018-06-19 23:38:11,150,2017,4,19,4,6.0
1484,26498208,2018-07-11 04:21:54,150,2017,5,11,6,6.0
1485,26498208,2019-01-11 22:51:18,150,2017,11,11,6,6.0
1486,26498208,2019-04-08 01:31:17,150,2018,2,6,4,6.0
1487,26498208,2019-03-10 23:07:38,150,2018,1,8,5,6.0
1488,26498208,2019-06-20 07:04:36,150,2018,4,20,6,6.0
1489,26498208,2019-11-06 04:37:25,150,2018,9,6,2,6.0
1490,26498208,2019-10-06 07:03:14,150,2018,8,6,1,6.0
1491,3599568,2018-08-16 03:37:49,500,2017,6,16,5,20.0
1492,3599568,2018-08-17 05:48:55,450,2017,6,17,4,18.0
1493,3599568,2018-08-24 05:33:25,500,2017,6,24,6,20.0
1494,3599568,2018-08-26 00:37:05,500,2017,6,26,4,20.0
1495,3599568,2018-09-09 03:30:43,500,2017,7,10,5,20.0
1498,3599568,2019-10-13 04:23:13,500,2018,8,13,5,20.0
1499,3599568,2019-10-28 08:42:48,300,2018,8,28,5,12.0
1500,3599568,2019-10-08 03:07:56,500,2018,8,8,5,20.0
1501,3599568,2019-07-19 05:28:04,450,2018,5,19,6,18.0
1502,3599568,2019-07-22 17:57:57,500,2018,5,22,6,20.0
1503,3599568,2019-07-24 17:47:27,350,2018,5,24,5,14.0
1504,3599568,2019-07-26 16:58:06,300,2018,5,26,2,12.0
1505,3599568,2019-10-17 06:47:41,300,2018,8,17,1,12.0
1506,3599568,2019-11-01 00:58:02,300,2018,9,1,1,12.0
1508,3599568,2018-07-21 04:36:59,500,2017,5,21,3,20.0
1510,3599568,2019-11-30 04:59:27,500,2018,9,30,4,20.0
1512,3599568,2019-07-08 23:33:42,450,2018,5,8,5,18.0
1514,3599568,2019-07-11 10:34:54,500,2018,5,11,6,20.0
1515,3599568,2018-11-02 05:19:48,500,2017,9,2,4,20.0
1517,3599568,2019-05-20 10:00:25,500,2018,3,20,5,20.0
1518,3599568,2019-07-14 07:33:31,300,2018,5,14,2,12.0
1519,3599568,2019-02-16 02:24:58,500,2017,12,17,1,20.0
1520,3599568,2019-07-31 02:35:29,300,2018,5,31,3,12.0
1521,3599568,2019-01-09 02:40:45,500,2017,11,9,6,20.0
1522,3599568,2019-06-14 00:40:15,300,2018,4,14,3,12.0
1523,3599568,2019-07-05 00:11:18,450,2018,5,5,5,18.0
1524,3599568,2019-06-01 07:16:25,500,2018,4,1,2,20.0
1525,3599568,2019-03-23 07:14:09,500,2018,1,21,5,20.0
1528,3599568,2019-03-06 04:15:31,500,2018,1,4,3,20.0
1529,3599568,2019-03-10 03:11:41,500,2018,1,8,6,20.0
1532,3599568,2019-04-05 01:46:15,300,2018,2,3,3,12.0
1534,3599568,2019-04-18 09:53:43,500,2018,2,16,2,20.0
1535,3599568,2019-05-17 06:42:57,500,2018,3,17,2,20.0
1537,3599568,2018-03-17 17:01:53,500,2017,1,15,1,20.0
1538,3599568,2019-01-15 03:24:25,400,2017,11,15,6,16.0
1539,3599568,2019-01-15 03:24:57,400,2017,11,15,6,16.0
1540,3599568,2019-04-29 20:15:55,750,2018,2,27,6,30.0
1542,3599568,2018-04-22 04:09:38,500,2017,2,20,2,20.0
1543,3599568,2018-06-29 04:32:31,500,2017,4,29,2,20.0
1544,3599568,2018-07-04 03:03:33,500,2017,5,4,3,20.0
1546,3599568,2019-02-08 05:49:16,500,2017,12,9,2,20.0
1547,3599568,2019-02-12 03:58:24,300,2017,12,13,5,12.0
1548,3599568,2018-03-07 00:05:07,150,2017,1,5,4,6.0
1549,3599568,2018-03-21 18:02:56,500,2017,1,19,1,20.0
1550,3599568,2018-03-22 04:26:17,500,2017,1,20,2,20.0
1551,3599568,2018-04-01 22:14:39,300,2017,1,30,3,12.0
1553,3599568,2018-04-19 22:50:25,500,2017,2,17,3,20.0
1554,3599568,2018-09-18 05:07:56,450,2017,7,19,3,18.0
1555,3599568,2018-09-24 08:36:37,300,2017,7,25,6,12.0
1556,3599568,2018-09-26 07:32:00,350,2017,7,27,2,14.0
1557,3599568,2018-09-27 07:09:45,450,2017,7,28,4,18.0
1558,3599568,2018-10-17 06:58:42,300,2017,8,17,1,12.0
1559,3599568,2018-03-03 18:23:55,500,2017,1,1,1,20.0
1582,15455360,2019-03-15 04:27:16,500,2018,1,13,3,20.0
1584,15455360,2018-11-05 02:37:02,500,2017,9,5,6,20.0
1603,15642912,2019-10-13 03:36:44,400,2018,8,13,3,16.0
1604,15642912,2019-10-13 03:38:39,400,2018,8,13,5,16.0
1605,15776032,2018-04-30 04:31:08,150,2017,2,28,1,6.0
1606,15776032,2019-06-12 00:49:04,450,2018,4,12,5,18.0
1607,15776032,2019-06-12 07:18:30,150,2018,4,12,6,6.0
1608,15776032,2019-11-12 02:54:17,150,2018,9,12,3,6.0
1610,15921760,2019-05-25 20:08:08,500,2018,3,25,1,20.0
1614,3330448,2018-03-27 02:51:51,500,2017,1,25,2,20.0
1627,3330448,2019-09-07 03:09:01,500,2018,7,8,6,20.0
1629,3330448,2019-09-12 04:36:28,500,2018,7,13,6,20.0
1642,15456320,2019-06-05 08:17:07,300,2018,4,5,1,12.0
1643,15456320,2019-06-26 20:36:56,150,2018,4,26,4,6.0
1644,15456320,2019-08-10 21:01:15,50,2018,6,10,3,2.0
1645,15456320,2019-11-27 04:04:05,150,2018,9,27,1,6.0
1646,15456320,2019-11-28 05:39:27,150,2018,9,28,4,6.0
1647,15456320,2019-08-20 08:59:45,50,2018,6,20,3,2.0
1648,15456320,2019-10-22 06:35:43,350,2018,8,22,1,14.0
1650,37833792,2019-06-21 17:28:37,600,2018,4,21,1,24.0
1651,37833792,2019-06-21 17:32:18,300,2018,4,21,3,12.0
1655,6210640,2019-05-06 06:21:55,300,2018,3,6,3,12.0
1656,6210640,2019-05-06 06:21:55,300,2018,3,6,5,12.0
1657,6210640,2019-04-04 04:50:28,500,2018,2,2,6,20.0
1670,6371248,2019-04-17 13:47:10,300,2018,2,15,4,12.0
1680,6371248,2019-04-20 23:59:21,50,2018,2,18,2,2.0
1684,6371248,2019-04-04 19:21:28,450,2018,2,2,2,18.0
1685,6371248,2019-04-04 19:43:01,150,2018,2,2,6,6.0
1686,6371248,2019-03-21 17:58:37,50,2018,1,19,5,2.0
1688,32763712,2018-09-27 17:20:42,400,2017,7,28,2,16.0
1699,32763712,2019-03-04 18:30:40,500,2018,1,2,6,20.0
